$Ardèche, Drôme et canton de Valréas (Vaucluse)
$1991
 Pont-l'évêque
$Vache
$Pâte molle à croûte lavée
$Normandie (Calvados, Eure, Manche, Orne et Seine-Maritime) et Mayenne
$1972
 Pouligny-saint-pierre
$Chèvre
$Pâte molle croûte naturelle
$Indre
$1972
 Reblochon ou reblochon de Savoie
$Vache
$Pâte pressée non cuite
$Savoie et Haute-Savoie
$1958
 Rigotte de Condrieu
$Chèvre
$Pâte molle fleurie
$Loire et Rhône
$2009
 Rocamadour
$Chèvre
$Pâte molle croûte naturelle
$Aveyron, Corrèze, Dordogne, Lot et Tarn-et-Garonne
$1996
 Roquefort
$Brebis
$Pâte persillée
$Aude, Aveyron, Gard, Hérault, Lozère et Tarn
$1925
 Saint-nectaire
$Vache
$Pâte pressée non cuite
$Cantal et Puy-de-Dôme
$1955
 Sainte-maure-de-touraine
$Chèvre
$Pâte molle croûte naturelle
$Indre, Indre-et-Loire, Loir-et-Cher et Vienne
$1990
 Salers
$Vache
$Pâte pressée non cuite
$Aveyron, Cantal, Corrèze, Haute-Loire et Puy-de-Dôme
$1961
 Selles-sur-cher
$Chèvre
$Pâte molle croûte naturelle
$Cher, Indre et Loir-et-Cher
$1975
 Tome des Bauges
$Vache
$Pâte pressée non cuite
$Savoie et Haute-Savoie
$2002
 Valençay
$Chèvre
$Pâte molle croûte naturelle
$Cher, Indre, Indre-et-Loire et Loir-et-Cher
$1998
 
